id,utterance,intent
762,i want pizza with this 	 ovalini mozzarella cherry tomatoes parmesan basil red sauce olive oil drizzle,orderpizzaintent
10484,i want travel expenses,expensereport
3258,green stripe 	 pesto drizzle over grilled chicken roasted red peppers chopped garlic mozzarella arugula,orderpizzaintent
13348,i would like to sign up for new internet connection,startserviceintent
1390,i neeed 2 bbq pizza,orderpizzaintent
4836,i need boarding pass,getboardingpass
11778,i have issues in some of my apps could you help me fix it,reportbrokensoftware
9700,i would like check my account balance,checkbalance
10353,i need information about money transfer,transfermoney
12401,i want to new cable,startserviceintent
9013,i need to check my account balance,checkbalance
12625,check my cable bill,viewbillsintent
11205,my outlook is not working,reportbrokensoftware
790,i want tea and sea salt cookies,orderdessertintent
7651,i need a proof of my car insurance policy,getproofofinsurance
8734,hi my credit card was lostplease do the nnedful,reportlostcard
10183,i want to know my account balance,checkbalance
4840,seat assignment and decide to change it,changeseatassignment
2306,2 triple cheese burger 2 filetofish,orderburgerintent
1403,yes i need 1 lemonade,orderdrinkintent
14051,i want to sign up for new internet connection,startserviceintent
7,i wish to order build a own pizza today,orderpizzaintent
993,i need 2 white top,orderpizzaintent
9293,i miss my credit card,reportlostcard
2146,2 smore pie,orderdessertintent
10318,let me know banks routing number,getroutingnumber
7582,i need a proof of insurance for my cars,getproofofinsurance
3458,i need my boarding pass,getboardingpass
380,yes vanilla shake,orderdrinkintent
7013,need a proof of insurance for one of your cars,getproofofinsurance
14120,i need new cable connection with 10 gb data plan,startserviceintent
4952,i need to know about my seat assignment,getseatinfo
5249,i will have middle seat,changeseatassignment
12065,i want to purchase musical instrument,startorder
702,add large coca cola,orderdrinkintent
13639,i want to purchase internet,startserviceintent
13816,i want to signup for new service,startserviceintent
1354,i need red vine,orderpizzaintent
7874,i want to know my claim status,checkclaimstatus
13440,i want to purchase new cable service,startserviceintent
491,pizza sauce cheese applewood bacon 110 cal 2,orderpizzaintent
664,i want to order a white top pizza,orderpizzaintent
12082,i like to report my travel expenses,expensereport
8915,my credit card was expired,replacecard
2674,add fries medium with diet coke,orderdrinkintent
7988,i was doing my daily rutine of exercise and i dropped my iphone,reportbrokenphone
1076,yes i want sea salt cookie,orderdessertintent
9540,ask to change the address associated with your credit card,updateaddress
5563,please send me boarding pass to my mail id,getboardingpass
8096,i need of proof on my insurance car,getproofofinsurance
8008,claim my insurance status,checkclaimstatus
10304,my credit card bill shows an error,disputecharge
7415,i would like to know the status of insurance claim,checkclaimstatus
1494,2 double cheeseburger and 4 bacon smokehouse buttermilk crispy chicken,orderburgerintent
2969,a cup of tea,orderdrinkintent
4819,please send my boarding pass riley,getboardingpass
8088,i need a proof of insurance for one of the car,getproofofinsurance
10906,i need to increase the item count for my existing recurring order,changeorder
4760,i want to book a flight,bookflight
476,i want pizza 5,orderpizzaintent
4763,i need boarding pass,getboardingpass
11786,i need makeup expenses relating to travel,expensereport
11744,i request process reimbursement of my expenses,expensereport
13617,i want to purchase new cable internet or phone service,startserviceintent
13162,i want to purchase internet,startserviceintent
9744,i want to check my account balance,checkbalance
10098,so kindly block it and provide new one,replacecard
10281,hai change my address on my account,updateaddress
9963,i would like to change my address on my account,updateaddress
1095,i need 2 beer,orderdrinkintent
6807,i need a proof of insurance for my new car,getproofofinsurance
9187,i lost my credit card,reportlostcard
7777,i need to fix my mobile screen it was cracked,reportbrokenphone
7858,i want to know about my claim status,checkclaimstatus
9182,i lost my credit card so kindly block it and provide new one,reportlostcard
8710,i need change address,updateaddress
14447,hi can you able to tell the bills details for my current and previous month,viewbillsintent
6341,i need help today proof of insurance for one me car,getproofofinsurance
12191,i use skype i need a global status of this application,checkserverstatus
5477,boarding pass to be sent to your email address or phone number,getboardingpass
2675,yes 1 strawberry dessert,orderdessertintent
5484,robin i need to check my seat,getseatinfo
8075,i need proof of my insurance,getproofofinsurance
2498,classic chicken sandwich,orderburgerintent
9552,let me know banks routing number,getroutingnumber
11315,i need reimbursement my expenses,expensereport
610,add one more 2 lemonade,orderdrinkintent
3108,i need 2 green stripe,orderpizzaintent
11823,yes i want to update my outlook to the latest version,softwareupdate
8053,i need a proof of insurance for one of my cars,getproofofinsurance
3024,like to oder 1 meat eater please,orderpizzaintent
7494,the status of your claim,checkclaimstatus
3431,i need a boarting pass,getboardingpass
14212,i want new internet connection,startserviceintent
13090,i want new cable service,startserviceintent
2878,one olive oil brownie,orderdessertintent
498,yes make 1 vanilla shake and 1 apple slice,orderdessertintent
10278,i need to change my address on my ac,updateaddress
8792,okay thank you very much also could you help me with getting my routing number for the account,getroutingnumber
8901,so kindly refund it,disputecharge
13360,i want new cable service,startserviceintent
9059,kindly change my address,updateaddress
13180,could you help me in applying for a service,startserviceintent
8287,my credit card miss so please help mr,reportlostcard
2976,i would like to order red sauce pizza with soda regular,orderpizzaintent
2182,i want one egg mcmuffin and big mac please,orderburgerintent
12075,checking the global status of servers,checkserverstatus
9478,can you help me determine the balance of my account,checkbalance
4559,i wants to book a flight,bookflight
10865,i need psrf 51 model keyboard,startorder
6610,i need a proof of insurance for one of my cars,getproofofinsurance
5660,and also i need boarding pass,getboardingpass
7356,i need a insurance copy of my car,getproofofinsurance
8571,i would also like to transfer a 1000 to account 4278,transfermoney
1212,i need one mix by sprite tropic berry,orderdrinkintent
6562,i need a copy of insurance,getproofofinsurance
11038,record my travel expensesing,expensereport
3099,i need 2 veg out pizza,orderpizzaintent
14431,my goal is give my information,getinformationintent
12976,i want to purchase internet,startserviceintent
3190,yes i need 2 soda,orderdrinkintent
2842,i would like to have 1 veg out pizza with more cheese,orderpizzaintent
7245,i need a proof of insurance for my car,getproofofinsurance
10524,my outlook software is not working,reportbrokensoftware
11838,i want new musical equipment,startorder
1521,yes i want change salad item,ordersaladintent
7063,i want status for my claim,checkclaimstatus
7037,i need a proof of insurance for my car,getproofofinsurance
8216,i want order checks,orderchecks
1785,yes i need 4 chicken burger with double cheese and 1 large fries and 3 cola with ice please,orderburgerintent
7173,hi need a proof of insurance for one of my car,getproofofinsurance
12882,i need a phone service,startserviceintent
862,i would like to order 1 large byo pizza,orderpizzaintent
14411,a cable service connection,startserviceintent
5988,can you send the boarding pass in my mail id,getboardingpass
5346,i want to book an oneway flight,bookflight
4880,check seat assignment,changeseatassignment
10525,skype is getting slow,reportbrokensoftware
9317,i would also like to transfer my money from saving to checking before closing the checking account,transfermoney
4013,check my seat,getseatinfo
2311,1 soda and 1 lemonade,orderdrinkintent
10337,please transfer this money another account,transfermoney
5025,i need to check my seat assignment can you help me on that,changeseatassignment
7847,i need a copy of insurance for my car,getproofofinsurance
604,i need pesto drizzle over grilled chicken,orderpizzaintent
